   Step          Temp          Press          Volume        Density         TotEng         PotEng         KinEng    
    724000   2878.9902     -139.98736      236006.66      0.83919825    -209407.58     -211422.34      2014.7588    
    725000   2906.1937     -2351.3711      236117.86      0.83880302    -209399.95     -211433.74      2033.7962    
    726000   2895.646      -1369.181       236225.98      0.83841912    -209391.97     -211418.39      2026.4148    
    727000   2951.7051     -1329.7357      236325.23      0.83806701    -209383.7      -211449.35      2065.6458    
    728000   2901.2108     -1478.4138      236404.18      0.83778713    -209375        -211405.3       2030.3092    
    729000   2891.5305     -1097.3645      236441.58      0.83765459    -209366.07     -211389.6       2023.5347    
    730000   2941.5201     -1417.0997      236490.3       0.83748204    -209356.9      -211415.42      2058.5182    
    731000   2958.1875      2795.0887      236515.78      0.83739181    -209347.37     -211417.56      2070.1823    
    732000   2957.6704      2201.2317      236553.84      0.83725706    -209337.72     -211407.54      2069.8204    
    733000   2920.0762     -1182.0304      236611.33      0.83705366    -209327.94     -211371.45      2043.5115    
    734000   2971.5553      1128.5715      236553.25      0.83725915    -209318.03     -211397.56      2079.5372    
    735000   2957.8677     -805.89057      236454.45      0.83760899    -209307.82     -211377.78      2069.9585    
    736000   2947.0848     -1521.0412      236323.82      0.83807199    -209297.45     -211359.86      2062.4124    
    737000   2984.6859      1699.8957      236070.54      0.83897117    -209286.94     -211375.66      2088.7262    
    738000   2990.356       233.39484      235777.85      0.84001266    -209276.49     -211369.18      2092.6942    
    739000   3008.896       482.16656      235437.19      0.8412281     -209265.76     -211371.43      2105.6689    
    740000   2973.8383     -682.82277      235101.68      0.84242859    -209255.13     -211336.26      2081.135     
    741000   3040.5377     -483.23841      234817.4       0.84344848    -209244.24     -211372.05      2127.8122    
    742000   2991.7992      821.43823      234577.31      0.84431172    -209233.41     -211327.11      2093.7042    
    743000   2993.4358     -311.96132      234449         0.84477383    -209222.43     -211317.28      2094.8495    
    744000   3045.2709      704.74956      234435.94      0.84482087    -209211.79     -211342.91      2131.1245    
    745000   3021.229       1988.4749      234478.24      0.84466846    -209201.15     -211315.45      2114.2996    
    746000   2998.5853     -109.71048      234660.81      0.8440113     -209190.57     -211289.02      2098.4533    
    747000   3029.2367     -3908.0179      234899.2       0.84315476    -209180.2      -211300.1       2119.9035    
    748000   3058.5997      444.69639      235142.35      0.84228287    -209169.88     -211310.33      2140.4522    
    749000   3012.1498      508.29588      235468.79      0.8411152     -209159.74     -211267.68      2107.9459    
    750000   3018.4916      846.84643      235868.27      0.83969063    -209149.84     -211262.23      2112.384     
    751000   3031.6755      1573.7651      236377.12      0.83788304    -209140.14     -211261.75      2121.6102    
    752000   3114.1498      1255.6271      236863.12      0.83616385    -209130.47     -211309.8       2179.3269    
    753000   3050.6726     -1962.7746      237367.1       0.83438849    -209121.27     -211256.18      2134.9047    
    754000   3101.3296      56.957886      237819.59      0.83280092    -209111.99     -211282.34      2170.3552    
    755000   3109.4829     -578.70233      238193.63      0.83149316    -209103.37     -211279.43      2176.061     
    756000   3137.0943     -1552.199       238472.52      0.83052076    -209094.7      -211290.08      2195.3839    
    757000   3164.5168      18.416269      238619.46      0.83000932    -209086.51     -211301.08      2214.5745    
    758000   3063.5678     -667.50614      238618.59      0.83001235    -209078.6      -211222.53      2143.929     
    759000   3106.1329     -4.7284897      238435.74      0.83064885    -209071.24     -211244.96      2173.7166    
    760000   3101.7531      861.59509      238092.28      0.83184712    -209064.51     -211235.16      2170.6516    
    761000   3159.1922      470.97895      237607.52      0.83354422    -209057.9      -211268.75      2210.8482    
    762000   3130.1696     -1476.9363      236997.89      0.83568834    -209052.15     -211242.69      2190.5378    
    763000   3132.7395     -3919.2279      236332.52      0.83804115    -209046.18     -211238.51      2192.3363    
    764000   3127.9072     -1665.5755      235672.78      0.84038714    -209040.88     -211229.84      2188.9546    
    765000   3149.9195     -463.10829      235066.23      0.84255565    -209036.02     -211240.38      2204.3591    
    766000   3130.2417      2711.9936      234470.46      0.84469648    -209031.43     -211222.02      2190.5883    
    767000   3181.7146      3631.4914      233975.64      0.8464829     -209027.61     -211254.22      2226.6098    
    768000   3163.1465      1192.3506      233610.18      0.84780712    -209024.17     -211237.79      2213.6156    
    769000   3177.3952      1052.0677      233334.8       0.8488077     -209021.39     -211244.98      2223.587     
    770000   3205.3168      1056.1851      233169.56      0.84940924    -209019        -211262.13      2243.1269    
    771000   3156.7734      24.132515      233103.41      0.84965026    -209017.4      -211226.56      2209.1555    
    772000   3192.9659      2772.3833      233154.44      0.8494643     -209016.39     -211250.87      2234.4836    
    773000   3158.5387     -214.32869      233385.98      0.84862155    -209015.84     -211226.23      2210.391     
    774000   3165.5098      1004.001       233734.62      0.84735577    -209015.95     -211231.22      2215.2694    
    775000   3184.2305     -107.58948      234110.47      0.84599538    -209016.68     -211245.05      2228.3705    
    776000   3097.8239     -2284.689       234539.66      0.84444727    -209017.76     -211185.66      2167.9018    
    777000   3134.1731     -171.42175      234988.38      0.84283477    -209019.6      -211212.94      2193.3396    
    778000   3161.9386     -80.419769      235399.09      0.84136425    -209021.75     -211234.52      2212.7702    
    779000   3187.0783      24.322438      235734.22      0.84016813    -209024.74     -211255.11      2230.3634    
    780000   3081.1744      1296.1617      236050.22      0.83904339    -209027.91     -211184.16      2156.2503    
    781000   3183.5356     -2101.881       236352.72      0.83796951    -209031.83     -211259.71      2227.8841    
    782000   3128.0772      389.1005       236651.31      0.83691222    -209036.36     -211225.43      2189.0735    
    783000   3189.7645     -472.16493      236911.36      0.83599357    -209041.15     -211273.39      2232.2432    
    784000   3145.5991     -600.04838      237066.25      0.83544738    -209046.51     -211247.85      2201.3357    
    785000   3112.3573     -1580.3464      237104.11      0.83531397    -209052.29     -211230.36      2178.0725    
    786000   3179.8796     -1795.0961      236984.09      0.835737      -209058.84     -211284.16      2225.3256    
    787000   3124.6293      290.967        236735.64      0.8366141     -209065.64     -211252.3       2186.6606    
    788000   3063.0029     -906.66215      236395.56      0.83781768    -209072.83     -211216.37      2143.5336    
    789000   3090.5234     -34.01059       235942.11      0.83942785    -209080.49     -211243.29      2162.7929    
    790000   3090.2495      1083.1002      235454.74      0.84116538    -209088.49     -211251.09      2162.6012    
    791000   3071.3012      214.91951      235009.11      0.84276041    -209096.79     -211246.14      2149.3409    
    792000   3111.0098      333.32345      234621.44      0.84415293    -209105.38     -211282.51      2177.1296    
    793000   3091.7921     -1369.0447      234270.73      0.84541665    -209114.25     -211277.93      2163.6807    
    794000   3067.8936      2406.4173      234028.89      0.84629028    -209123.36     -211270.32      2146.9562    
    795000   3081.5485     -1274.631       233868.56      0.84687045    -209132.74     -211289.26      2156.5121    
    796000   3065.1371     -1281.3362      233816.06      0.84706062    -209142.35     -211287.38      2145.0271    
    797000   3064.9825      668.72436      233879.17      0.84683206    -209152.35     -211297.27      2144.919     
    798000   3080.4195      417.75262      234028.39      0.8462921     -209162.53     -211318.26      2155.722     
    799000   3046.4693      1410.4637      234189.7       0.84570917    -209172.88     -211304.84      2131.9631    
    800000   3044.162      -1323.9539      234383.68      0.84500926    -209183.31     -211313.66      2130.3485    
    801000   3013.9181      553.67041      234614.75      0.84417698    -209193.73     -211302.92      2109.1833    
    802000   3034.3167     -797.6844       234851.21      0.84332704    -209204.59     -211328.05      2123.4586    
    803000   3022.4183      1882.7361      235114.18      0.8423838     -209215.33     -211330.46      2115.1319    
    804000   3019.4163      572.55615      235350.66      0.84153736    -209225.99     -211339.02      2113.0311    
    805000   3014.822       469.54535      235568.72      0.84075838    -209236.65     -211346.47      2109.8159    
    806000   2978.97        3334.8211      235767         0.8400513     -209247.31     -211332.04      2084.7261    
    807000   3011.5971     -2143.6924      235924.64      0.83948999    -209258.01     -211365.57      2107.5591    
    808000   3028.0566      1760.6587      236003.99      0.83920773    -209268.49     -211387.56      2119.0777    
    809000   2989.1583     -159.2098       236055.69      0.83902394    -209278.84     -211370.7       2091.8561    
    810000   2992.1223      1028.5227      236064.26      0.83899348    -209289.15     -211383.08      2093.9303    
    811000   2968.4736     -1958.1412      236053.43      0.83903197    -209299.32     -211376.7       2077.3807    
    812000   2976.4111      963.37216      235918.62      0.83951142    -209309.41     -211392.35      2082.9354    
    813000   2944.4293     -566.27293      235737.76      0.84015549    -209319.09     -211379.65      2060.5541    
    814000   2951.5331     -152.80689      235496.75      0.84101531    -209328.67     -211394.19      2065.5254    
    815000   2926.925      -2761.8088      235251.64      0.84189158    -209337.95     -211386.25      2048.3043    
    816000   2905.5233      1344.7545      234947.8       0.84298032    -209347.11     -211380.44      2033.3271    
    817000   2899.1331     -255.75192      234711.91      0.84382757    -209355.78     -211384.64      2028.8551    
    818000   2932.6386      101.89757      234538.45      0.84445163    -209364.21     -211416.51      2052.3028    
    819000   2920.0921      2557.6113      234432.08      0.84483478    -209372.38     -211415.9       2043.5225    
    820000   2925.8278     -979.48703      234407.36      0.84492387    -209380.27     -211427.8       2047.5365    
    821000   2900.9589     -585.46311      234421.62      0.84487249    -209387.88     -211418.01      2030.1329    
    822000   2928.402      -47.786493      234528.44      0.84448768    -209395.13     -211444.47      2049.3379    
    823000   2883.408      -1055.9365      234657.75      0.84402231    -209402        -211419.85      2017.8505    
    824000   2910.2413      1347.363       234882.27      0.84321551    -209408.52     -211445.15      2036.6289    
    825000   2904.6891      1244.8807      235180.8       0.84214517    -209414.66     -211447.41      2032.7433    
    826000   2884.9327     -1537.2976      235529.1       0.84089982    -209420.39     -211439.31      2018.9175    
    827000   2865.5468     -950.02526      235838.67      0.83979601    -209425.7      -211431.05      2005.351     
    828000   2896.3878     -1544.3895      236092.49      0.83889315    -209430.55     -211457.49      2026.9339    
    829000   2853.4836     -1452.2239      236272.12      0.83825538    -209434.94     -211431.85      1996.909     
    830000   2870.1348     -1734.7063      236472.48      0.83754515    -209439.05     -211447.61      2008.5618    
    831000   2845.971       220.27226      236649.03      0.8369203     -209442.56     -211434.21      1991.6516    
    832000   2841.6044      632.06412      236721.96      0.83666247    -209445.7      -211434.29      1988.5957    
    833000   2837.1881     -2241.3274      236699.49      0.8367419     -209448.46     -211433.97      1985.5052    
    834000   2843.5176      362.19728      236673.13      0.83683507    -209450.56     -211440.5       1989.9346    
    835000   2864.449      -210.0502       236631.52      0.83698223    -209452.4      -211456.98      2004.5827    
    836000   2873.9691      2493.9501      236475.46      0.83753457    -209453.63     -211464.88      2011.245     
    837000   2864.871      -681.64571      236253.23      0.83832242    -209454.53     -211459.4       2004.878     
    838000   2867.2288     -807.27269      235935.57      0.83945111    -209454.82     -211461.35      2006.5281    
    839000   2880.7806     -1857.2878      235579.57      0.84071966    -209454.79     -211470.8       2016.0118    
    840000   2873.2948      740.45373      235184.76      0.84213099    -209454.28     -211465.05      2010.7732    
    841000   2854.6807      854.55261      234740.24      0.84372573    -209453.14     -211450.89      1997.7467    
    842000   2854.4424      1078.8619      234350.79      0.84512783    -209451.59     -211449.17      1997.5799    
    843000   2883.0598      1045.7117      233940.61      0.84660966    -209449.64     -211467.25      2017.6068    
    844000   2856.0592      1212.3449      233502.95      0.84819645    -209447.29     -211446         1998.7114    
    845000   2853.5082     -1795.4328      233088.96      0.84970294    -209444.34     -211441.27      1996.9262    
    846000   2855.6265     -755.57617      232730.94      0.85101006    -209440.98     -211439.39      1998.4086    
    847000   2894.8235      2130.8391      232459.27      0.85200463    -209437.13     -211462.97      2025.8392    
    848000   2872.6762      635.34688      232267.15      0.85270937    -209432.95     -211443.29      2010.3403    
    849000   2876.9469      1059.2368      232145.92      0.85315469    -209428.4      -211441.73      2013.3289    
    850000   2866.0827     -25.715918      232151.35      0.85313472    -209423.53     -211429.25      2005.726     
    851000   2902.0457     -1428.1558      232245.03      0.85279058    -209418.28     -211449.17      2030.8934    
    852000   2861.6622      373.67588      232493.15      0.85188046    -209412.62     -211415.25      2002.6325    
    853000   2892.3769      2270.4886      232782.24      0.85082255    -209406.61     -211430.73      2024.1271    
    854000   2925.7287      1228.034       233133.77      0.84953963    -209400.22     -211447.69      2047.4672    
    855000   2899.9589     -226.10182      233543.08      0.84805072    -209393.63     -211423.06      2029.433     
    856000   2910.0326      916.23376      233999.59      0.84639626    -209386.63     -211423.12      2036.4828    
    857000   2938.2389      227.36188      234358.37      0.84510049    -209379.09     -211435.31      2056.222     
    858000   2906.6731      1390.0821      234655.13      0.84403173    -209371.07     -211405.21      2034.1318    
    859000   2930.3775      1002.6705      234894.01      0.84317339    -209363.24     -211413.96      2050.7204    
    860000   2878.8895      1242.523       235119.18      0.84236588    -209354.91     -211369.6       2014.6884    
    861000   2949.9991     -1729.4404      235262.23      0.8418537     -209346.4      -211410.85      2064.4519    
    862000   2926.1119      397.58895      235376.02      0.84144669    -209337.68     -211385.42      2047.7354    
    863000   2925.1077      738.77056      235454.22      0.84116724    -209328.68     -211375.71      2047.0326    
    864000   2951.0581      1011.264       235506         0.84098228    -209319.5      -211384.7       2065.193     
    865000   2964.8534     -1055.9487      235552.52      0.84081622    -209310.21     -211385.06      2074.8472    
    866000   2969.336      -432.58487      235553.75      0.84081182    -209300.8      -211378.78      2077.9842    
    867000   2978.6515     -312.04938      235568.8       0.84075811    -209291.3      -211375.8       2084.5033    
    868000   2984.6449      756.4096       235571.08      0.84074996    -209281.64     -211370.34      2088.6975    
    869000   2973.1751     -3679.1885      235570.73      0.84075121    -209271.96     -211352.63      2080.6709    
    870000   2999.2632     -1279.1923      235528.67      0.84090135    -209262.09     -211361.02      2098.9277    
    871000   2982.9683      2096.0709      235484.94      0.8410575     -209252.25     -211339.78      2087.5242    
    872000   3023.0445      1481.5115      235468.71      0.84111549    -209242.51     -211358.08      2115.5701    
    873000   3013.0452      695.31346      235395.01      0.84137882    -209232.65     -211341.22      2108.5725    
    874000   2996.6731     -623.02161      235320.96      0.84164357    -209222.82     -211319.93      2097.1151    
    875000   3047.701      -2872.9845      235291.52      0.84174888    -209213.1      -211345.93      2132.8251    
    876000   2990.5874     -3104.2927      235258.26      0.8418679     -209203.32     -211296.17      2092.8562    
    877000   3054.6257      981.83545      235276.57      0.84180237    -209193.81     -211331.48      2137.6711    
    878000   3061.9174      1230.8765      235309.92      0.84168308    -209184.38     -211327.15      2142.774     
    879000   3046.7607      330.59062      235362.68      0.84149438    -209175.09     -211307.25      2132.1671    
    880000   3029.4427     -3893.4768      235429.58      0.84125527    -209165.78     -211285.82      2120.0477    
    881000   3074.9439      2127.2386      235452.69      0.84117272    -209156.75     -211308.64      2151.8901    
    882000   3041.2275     -1919.8819      235440.77      0.84121531    -209147.96     -211276.26      2128.2949    
    883000   3108.8726     -486.30778      235356.57      0.84151624    -209139.51     -211315.14      2175.6339    
    884000   3074.4733     -775.10577      235232.24      0.84196103    -209131.18     -211282.74      2151.5608    
    885000   3070.1754     -1321.9422      235051.03      0.84261011    -209123.33     -211271.89      2148.553     
    886000   3087.5504     -430.85568      234835.34      0.84338403    -209115.39     -211276.11      2160.7123    
    887000   3096.4051      540.15085      234535.5       0.84446226    -209108.09     -211275         2166.909     
    888000   3098.7487     -288.4504       234232.62      0.84555418    -209101.02     -211269.57      2168.549     
    889000   3101.3397     -1094.8359      233993.6       0.84641792    -209094.26     -211264.63      2170.3623    
    890000   3125.9235      404.31738      233832.09      0.84700255    -209087.74     -211275.31      2187.5664    
    891000   3138.579       583.62413      233745.1       0.84731776    -209081.88     -211278.31      2196.4229    
    892000   3143.3744     -2348.0154      233739.72      0.84733728    -209076.36     -211276.13      2199.7788    
    893000   3167.3888      2677.4523      233797.42      0.84712816    -209071.39     -211287.98      2216.5844    
    894000   3157.3421     -981.50968      233917.3       0.84669401    -209066.72     -211276.27      2209.5535    
    895000   3160.3593      1684.0554      234115.98      0.84597547    -209062.65     -211274.32      2211.665     
    896000   3134.1206      2415.0919      234365.52      0.84507472    -209059.07     -211252.38      2193.3028    
    897000   3097.572      -293.29733      234719.61      0.84379987    -209056.01     -211223.73      2167.7256    
    898000   3117.6079     -2632.1924      235080.93      0.84250294    -209053.23     -211234.98      2181.747     
    899000   3097.8498      2769.5403      235424.6       0.84127306    -209051.15     -211219.07      2167.92      
    900000   3125.6727      695.62858      235804.16      0.83991893    -209049.42     -211236.82      2187.3908    
    901000   3167.5491     -272.80213      236204.91      0.83849389    -209048.31     -211265.01      2216.6966    
    902000   3111.676      -1340.616       236598.49      0.83709907    -209047.63     -211225.22      2177.5958    
    903000   3169.8537     -2769.2698      236950.89      0.83585411    -209047.34     -211265.65      2218.3094    
    904000   3155.1827     -757.94118      237252.06      0.83479307    -209047.66     -211255.7       2208.0424    
    905000   3126.228      -1630.5606      237393.55      0.83429552    -209048.45     -211236.23      2187.7794    
    906000   3119.5452     -324.85201      237418.42      0.83420814    -209049.61     -211232.72      2183.1027    
    907000   3131.1575      943.47044      237408.01      0.83424472    -209051.49     -211242.72      2191.2292    
    908000   3127.8185     -94.016039      237391.67      0.83430213    -209053.74     -211242.63      2188.8925    
    909000   3138.8074      2708.5548      237343.61      0.83447108    -209056.47     -211253.05      2196.5827    
    910000   3148.5167      1239.9585      237262.81      0.83475524    -209059.66     -211263.04      2203.3774    
    911000   3081.1149     -1108.7948      237164.98      0.83509958    -209063.33     -211219.54      2156.2087    
    912000   3142.0048      906.41563      237025.85      0.83558978    -209067.54     -211266.36      2198.8202    
    913000   3132.6434     -920.73189      236847.08      0.83622047    -209072.15     -211264.42      2192.269     
    914000   3112.319      -410.39153      236642.83      0.83694224    -209077.03     -211255.07      2178.0457    
    915000   3112.2412      1106.4118      236384.68      0.83785621    -209082.66     -211260.65      2177.9913    
    916000   3129.5544     -1860.8899      236079.12      0.83894069    -209088.49     -211278.59      2190.1073    
    917000   3080.5832      3887.5809      235755.82      0.84009113    -209094.69     -211250.53      2155.8366    
    918000   3129.6499     -757.32015      235443.73      0.84120473    -209101.37     -211291.55      2190.1741    
    919000   3116.0557      1346.1707      235093.66      0.84245734    -209108.41     -211289.07      2180.6607    
    920000   3104.5374      422.45225      234754.29      0.8436752     -209115.61     -211288.21      2172.6001    
    921000   3061.0246      35.503318      234366.79      0.84507015    -209123.34     -211265.49      2142.1492    
    922000   3079.3166     -1298.7352      234000.02      0.84639469    -209131.15     -211286.1       2154.9502    
    923000   3095.2205      1058.1732      233748.17      0.84730664    -209139.32     -211305.4       2166.0799    
    924000   3067.0879      999.194        233663.77      0.84761269    -209147.62     -211294.01      2146.3924    
    925000   3098.1765      1442.3662      233681.45      0.84754857    -209156.42     -211324.57      2168.1486    
    926000   3070.9994     -709.27568      233738.15      0.84734298    -209165.28     -211314.41      2149.1297    
    927000   3050.52       -1155.8064      233908.47      0.84672597    -209174.54     -211309.34      2134.7979    
    928000   3075.7157      3067.3081      234085.77      0.84608465    -209183.78     -211336.21      2152.4302    
    929000   3057.216      -755.94406      234319.57      0.84524044    -209193.31     -211332.79      2139.4838    
    930000   3019.9557     -2485.9125      234555.35      0.84439078    -209202.95     -211316.36      2113.4085    
    931000   3014.9449     -1458.2264      234806.43      0.84348786    -209212.56     -211322.46      2109.9019    
    932000   3013.9459     -208.21482      235095.93      0.84244918    -209222.51     -211331.71      2109.2028    
    933000   3036.371       1057.017       235495.5       0.8410198     -209232.51     -211357.4       2124.8962    
    934000   3009.1164      1663.7044      236038.61      0.83908464    -209242.52     -211348.34      2105.8231    
    935000   2981.9159     -482.60522      236635.16      0.83696936    -209252.39     -211339.18      2086.7877    
    936000   2925.572       510.70676      237202.64      0.83496701    -209262.01     -211309.36      2047.3575    
    937000   2978.5653     -2184.4216      237765.62      0.83298998    -209271.88     -211356.32      2084.443     
    938000   2972.9962     -2055.5045      238253.28      0.83128501    -209281.44     -211361.99      2080.5456    
    939000   3001.9993     -967.14004      238566.43      0.83019381    -209291.09     -211391.93      2100.8424    
    940000   2973.1355     -965.18523      238728.02      0.82963187    -209300.51     -211381.15      2080.6431    
    941000   2975.6171      1620.0095      238639.57      0.82993939    -209309.99     -211392.37      2082.3798    
    942000   2966.6241     -1222.0038      238389.82      0.83080887    -209319.58     -211395.67      2076.0863    
    943000   2931.9257      1200.6888      237920.46      0.83244785    -209328.84     -211380.64      2051.8039    
    944000   2945.0448      1407.9581      237378.28      0.83434921    -209338.11     -211399.09      2060.9848    
    945000   2965.1724     -1113.1573      236812.24      0.8363435     -209347.02     -211422.09      2075.0704    
    946000   2930.7756     -1739.0553      236194.15      0.83853211    -209355.77     -211406.77      2050.999     
    947000   2924.2299      1340.349       235585.57      0.84069823    -209364.04     -211410.45      2046.4182    
    948000   2939.8811      1299.9259      235048.77      0.8426182     -209372.27     -211429.64      2057.3712    
    949000   2944.5644     -292.4061       234573.09      0.84432691    -209380.23     -211440.88      2060.6487    
    950000   2952.4523     -214.31891      234161.59      0.84581069    -209387.89     -211454.06      2066.1687    
    951000   2937.1522      1914.3324      233849.32      0.84694016    -209395.25     -211450.71      2055.4614    
    952000   2965.4631      2583.1265      233636.64      0.84771113    -209402.43     -211477.71      2075.2738    
    953000   2935.2847      1262.8778      233623.62      0.84775837    -209409.41     -211463.56      2054.1545    
    954000   2933.5485      1326.8869      233728.74      0.84737708    -209415.92     -211468.86      2052.9395    
    955000   2915.4657     -2470.8083      233933.78      0.84663436    -209422.12     -211462.41      2040.285     
    956000   2909.6774      1891.2573      234142.96      0.84587797    -209428.15     -211464.39      2036.2342    
    957000   2881.0755      2739.4932      234430.88      0.8448391     -209433.69     -211449.91      2016.2182    
    958000   2839.7415      1020.1385      234751.07      0.8436868     -209438.79     -211426.08      1987.2921    
    959000   2894.7615      980.13749      235106.6       0.84241098    -209443.63     -211469.42      2025.7958    
    960000   2890.2644     -1382.2143      235458.86      0.84115066    -209448.07     -211470.72      2022.6487    
    961000   2894.4074      2042.7976      235736.14      0.84016128    -209451.81     -211477.35      2025.548     
    962000   2913.0839     -868.35587      235959.61      0.83936558    -209455.29     -211493.91      2038.6182    
    963000   2913.642      -512.62508      236122.95      0.83878495    -209458.42     -211497.42      2039.0087    
    964000   2841.8799      1611.8768      236240.95      0.838366      -209461.04     -211449.83      1988.7886    
    965000   2815.2351     -1900.336       236368.37      0.83791403    -209463.27     -211433.41      1970.1421    
    966000   2843.9406      611.48113      236381.47      0.8378676     -209465.03     -211455.26      1990.2307    
    967000   2879.1867      1147.9527      236383.59      0.83786009    -209466.43     -211481.33      2014.8964    
    968000   2894.2395      2310.6432      236400.92      0.83779868    -209467.38     -211492.81      2025.4306    
    969000   2884.1372     -2310.8725      236375.62      0.83788835    -209467.8      -211486.16      2018.3608    
    970000   2876.4255      947.49698      236269.06      0.83826625    -209467.82     -211480.78      2012.9641    
    971000   2807.4421      206.09471      236133.28      0.83874824    -209467.3      -211431.99      1964.6885    
    972000   2835.6157     -2090.2949      235916.63      0.83951852    -209466.38     -211450.79      1984.4048    
    973000   2879.2028     -1861.5019      235646.05      0.84048249    -209465.19     -211480.1       2014.9077    
    974000   2856.9707     -1328.4604      235242.59      0.84192399    -209463.53     -211462.88      1999.3493    
    975000   2851.6939      786.30569      234733.6       0.84374957    -209461.48     -211457.14      1995.6565    
    976000   2845.3291     -2765.89        234208.71      0.84564053    -209458.91     -211450.11      1991.2023    
    977000   2887.0794      1979.8591      233701.41      0.84747616    -209455.95     -211476.37      2020.4198    
    978000   2834.6608      1458.608       233291.79      0.8489642     -209452.09     -211435.83      1983.7365    
    979000   2926.6015     -2.273488       232950.32      0.85020865    -209448.28     -211496.36      2048.078     
    980000   2857.7259      1489.0292      232674.8       0.85121541    -209443.77     -211443.64      1999.8778    
    981000   2880.0762      3010.5804      232508.86      0.85182292    -209439.08     -211454.6       2015.5189    
    982000   2890.5248      173.08762      232493.48      0.85187929    -209434.06     -211456.89      2022.8309    
    983000   2900.4951      2412.5949      232504.49      0.85183893    -209428.69     -211458.5       2029.8083    
    984000   2885.1728      832.74301      232659.26      0.85127228    -209422.96     -211442.04      2019.0855    
    985000   2869.2909      472.36646      232932.43      0.85027394    -209416.91     -211424.88      2007.9711    
    986000   2909.1182     -463.68092      233348.76      0.84875692    -209410.78     -211446.62      2035.8429    
    987000   2892.8992      2022.1791      233772.36      0.84721895    -209403.94     -211428.43      2024.4926    
    988000   2950.4318      1508.2916      234256.36      0.84546852    -209397.17     -211461.93      2064.7548    
    989000   2929.6442      1593.9149      234692.95      0.84389573    -209389.82     -211440.03      2050.2073    
    990000   2928.3756     -825.35955      235153.1       0.84224437    -209382.09     -211431.41      2049.3195    
    991000   2892.3097     -2271.1586      235597.55      0.84065551    -209374.17     -211398.25      2024.08      
    992000   2915.6904      202.419        235967.71      0.83933677    -209365.96     -211406.41      2040.4422    
    993000   2904.855       55.645785      236327.36      0.83805946    -209357.6      -211390.46      2032.8594    
    994000   2978.6623     -187.60103      236627.11      0.83699784    -209349.13     -211433.64      2084.5108    
    995000   2965.3827     -1794.049       236818.95      0.83631979    -209340.15     -211415.37      2075.2176    
    996000   2920.8032     -1319.3322      236918.57      0.83596816    -209331.13     -211375.15      2044.0202    
    997000   2972.4952     -1820.7746      236938.12      0.83589918    -209322.02     -211402.21      2080.195     
    998000   2962.4313      541.20435      236856.09      0.83618865    -209312.65     -211385.8       2073.1521    
    999000   2968.4655     -3649.7989      236705.22      0.83672162    -209303.32     -211380.69      2077.375     
   1000000   2967.0003     -959.65863      236434.68      0.83767903    -209293.93     -211370.28      2076.3496    
   1001000   3020.0859      1420.4269      236114.21      0.83881599    -209284.44     -211397.94      2113.4997    
   1002000   3011.6639     -201.07617      235764.93      0.84005867    -209274.82     -211382.42      2107.6059    
   1003000   3015.02        2295.9389      235359.73      0.84150494    -209265.18     -211375.13      2109.9545    
   1004000   3015.2055      85.269824      235027.05      0.84269611    -209255.49     -211365.57      2110.0843    
   1005000   2994.2203      1156.6495      234712.38      0.84382587    -209245.72     -211341.12      2095.3986    
   1006000   3093.7843      2827.6432      234429.49      0.84484411    -209236.18     -211401.26      2165.0749    
   1007000   3024.7455      1617.5639      234172.93      0.84576973    -209226.59     -211343.35      2116.7606    
   1008000   3096.592       2262.7733      233982.83      0.84645689    -209217.1      -211384.14      2167.0398    
   1009000   3064.3124     -807.00846      233888.37      0.84679872    -209207.7      -211352.15      2144.45      
   1010000   3040.7514     -1598.1994      233868.93      0.84686914    -209198.46     -211326.42      2127.9617    
   1011000   3064.7373      1873.5645      233932.34      0.84663957    -209189.5      -211334.25      2144.7474    
   1012000   3065.0814     -1164.3343      234092.52      0.84606025    -209180.64     -211325.62      2144.9882    
   1013000   3018.3726      978.61853      234244.71      0.84551057    -209172.01     -211284.31      2112.3007    
   1014000   3049.355      -1069.4004      234454.87      0.84475266    -209163.61     -211297.6       2133.9826    
   1015000   3063.5005     -1240.6886      234706.13      0.84384832    -209155.45     -211299.33      2143.8818    
   1016000   3095.08        1761.6734      234985.59      0.84284479    -209147.65     -211313.63      2165.9816    
   1017000   3062.6183      2090.8879      235353.08      0.84152872    -209140.03     -211283.29      2143.2644    
   1018000   3077.315       782.64904      235752.28      0.84010377    -209132.66     -211286.21      2153.5494    
   1019000   3072.3132     -931.92883      236177.34      0.83859178    -209125.65     -211275.7       2150.0491    
   1020000   3141.1957     -2691.097       236557.2       0.83724517    -209119.05     -211317.31      2198.2541    
   1021000   3068.6777     -4223.9438      236871.17      0.83613541    -209112.55     -211260.06      2147.5049    
   1022000   3140.7446     -445.11799      237114.76      0.83527647    -209106.63     -211304.57      2197.9384    
   1023000   3102.898       2419.4571      237314.15      0.83457467    -209100.87     -211272.33      2171.4528    
   1024000   3104.915      -1719.8991      237445.86      0.83411173    -209095.63     -211268.49      2172.8643    
   1025000   3091.2534      1266.205       237492.23      0.83394888    -209090.77     -211254.07      2163.3037    
   1026000   3120.7054      1612.5491      237453.07      0.83408641    -209086.42     -211270.33      2183.9147    
   1027000   3097.6082      1305.2088      237401.25      0.83426847    -209082.39     -211250.14      2167.7509    
