   Step          Temp          Press          Volume        Density         TotEng         PotEng         KinEng    
   1951000   3062.6451      689.42493      231968.65      0.85380665    -209184.13     -211327.41      2143.2832    
   1952000   3093.3459      1133.3091      232416.04      0.85216312    -209181.92     -211346.69      2164.7681    
   1953000   3100.3266      2490.7968      232797.33      0.85076739    -209179.99     -211349.64      2169.6533    
   1954000   3124.5133      1917.8826      233138.05      0.84952402    -209178.38     -211364.96      2186.5795    
   1955000   3098.5788      162.55042      233412.7       0.84852441    -209177.11     -211345.54      2168.4302    
   1956000   3156.4862      2997.9283      233597.87      0.84785182    -209176.25     -211385.21      2208.9546    
   1957000   3056.766       203.29205      233757.59      0.84727251    -209175.59     -211314.75      2139.169     
   1958000   3064.6881      529.8752       233857.48      0.84691058    -209175.49     -211320.2       2144.713     
   1959000   3053.7828      418.38745      233891.24      0.84678834    -209175.78     -211312.86      2137.0813    
   1960000   3143.6824     -798.85042      233836.63      0.8469861     -209176.34     -211376.34      2199.9943    
   1961000   3115.2652      1407.7096      233642.22      0.84769087    -209177.25     -211357.36      2180.1076    
   1962000   3132.6178      2771.7215      233326.84      0.84883668    -209178.58     -211370.83      2192.2511    
   1963000   3128.0834      870.90149      232929.82      0.85028349    -209180.42     -211369.5       2189.0779    
   1964000   3071.3075     -1512.1197      232451.94      0.8520315     -209182.41     -211331.75      2149.3453    
   1965000   3090.2044     -211.91064      231892.97      0.8540853     -209184.9      -211347.47      2162.5696    
   1966000   3099.5615     -134.72233      231349.41      0.856092      -209187.52     -211356.64      2169.1179    
   1967000   3099.0332      1360.5872      230832.4       0.85800944    -209190.43     -211359.18      2168.7481    
   1968000   3113.8663      291.19063      230417.26      0.85955531    -209193.87     -211373         2179.1285    
   1969000   3076.2631     -316.8922       230077.11      0.86082608    -209197.53     -211350.35      2152.8133    
   1970000   3124.8384     -805.50482      229846.73      0.8616889     -209201.65     -211388.46      2186.807     
   1971000   3138.0825     -548.33438      229716.54      0.86217724    -209205.99     -211402.07      2196.0754    
   1972000   3124.8725     -1131.4693      229774.32      0.86196044    -209210.77     -211397.6       2186.8309    
   1973000   3116.9817     -254.06926      229916.51      0.86142736    -209215.71     -211397.02      2181.3088    
   1974000   3082.3881      2241.3328      230173.01      0.86046742    -209220.97     -211378.07      2157.0996    
   1975000   3059.7782      873.47651      230530.79      0.85913198    -209226.57     -211367.84      2141.277     
   1976000   3038.7276     -48.333875      230973.14      0.85748663    -209232.39     -211358.93      2126.5454    
   1977000   3107.1265      563.27426      231473.89      0.85563161    -209238.59     -211413         2174.412     
   1978000   3050.0789      255.70735      231938.36      0.85391816    -209244.56     -211379.05      2134.4892    
   1979000   3074.8889     -500.98221      232338.42      0.85244781    -209251.02     -211402.87      2151.8516    
   1980000   3018.9379     -801.77258      232717.41      0.85105954    -209257.54     -211370.24      2112.6963    
   1981000   3093.8364      2330.0666      233068.04      0.8497792     -209264.3      -211429.41      2165.1113    
   1982000   2999.6196      385.95637      233331.85      0.84881843    -209270.86     -211370.04      2099.1771    
   1983000   3060.26       -1008.9532      233489.63      0.84824486    -209277.94     -211419.55      2141.6141    
   1984000   3033.4514      630.03499      233569.15      0.84795604    -209285.01     -211407.86      2122.853     
   1985000   3013.6381     -2254.3079      233604.97      0.84782603    -209292.19     -211401.18      2108.9874    
   1986000   3036.7413      1097.3119      233552.78      0.8480155     -209299.59     -211424.75      2125.1553    
   1987000   3062.6437      1408.4383      233355.42      0.84873271    -209307.02     -211450.3       2143.2823    
   1988000   3018.5627     -548.41598      233124.73      0.84957259    -209314.38     -211426.81      2112.4337    
   1989000   3023.12       -1778.6365      232828.64      0.85065298    -209321.87     -211437.5       2115.623     
   1990000   3020.5176      97.308117      232537.32      0.85171866    -209329.4      -211443.2       2113.8018    
   1991000   3045.6389     -521.47016      232189.99      0.85299275    -209336.97     -211468.36      2131.382     
   1992000   2975.4949     -935.64498      231801.35      0.85442287    -209344.39     -211426.68      2082.2942    
   1993000   2970.7858     -1457.514       231422.4       0.85582196    -209351.69     -211430.69      2078.9988    
   1994000   2999.1832     -53.933343      231111.26      0.85697415    -209358.83     -211457.7       2098.8717    
   1995000   2984.8532     -1810.0886      230848.22      0.85795064    -209366.04     -211454.88      2088.8434    
   1996000   2951.0912      494.0032       230673.14      0.85860181    -209373.08     -211438.29      2065.2162    
   1997000   2957.0467      1974.6041      230552.74      0.85905021    -209380.01     -211449.39      2069.384     
   1998000   2938.8595     -926.06475      230513.08      0.85919801    -209386.87     -211443.53      2056.6562    
   1999000   2969.9084      1632.0156      230518.8       0.85917667    -209393.66     -211472.04      2078.3848    
   2000000   2951.1959     -267.76669      230587.96      0.85891897    -209400.2      -211465.49      2065.2895    
   2001000   2916.2209     -98.542095      230685.36      0.85855632    -209406.66     -211447.47      2040.8135    
   2002000   2948.0108     -900.52556      230824.59      0.85803846    -209412.94     -211476         2063.0605    
   2003000   2911.8573      417.3865       230945.63      0.85758875    -209418.92     -211456.68      2037.7598    
   2004000   2927.3919     -794.21638      231081.8       0.85708342    -209424.7      -211473.33      2048.6311    
   2005000   2908.7711      1231.2822      231178.95      0.85672322    -209430.3      -211465.9       2035.6       
   2006000   2950.5582     -463.08194      231314.23      0.8562222     -209435.79     -211500.64      2064.8432    
   2007000   2938.0798      1086.6588      231436.92      0.8557683     -209440.83     -211496.94      2056.1106    
   2008000   2940.3382      2273.0721      231536.27      0.85540109    -209445.75     -211503.44      2057.6911    
   2009000   2919.0122      575.88832      231618.5       0.85509741    -209450.21     -211492.98      2042.7668    
   2010000   2880.5628      183.23421      231662.41      0.85493532    -209454.56     -211470.42      2015.8594    
   2011000   2908.4854      324.68439      231762.23      0.85456711    -209458.61     -211494.01      2035.4       
   2012000   2955.6594      2644.1542      231856.85      0.85421833    -209462.36     -211530.77      2068.4131    
   2013000   2908.3148     -1452.8045      231932.16      0.85394098    -209465.78     -211501.06      2035.2806    
   2014000   2867.5941      229.46817      231962.14      0.85383061    -209468.83     -211475.61      2006.7837    
   2015000   2931.6186     -660.00793      231965.43      0.85381852    -209471.74     -211523.33      2051.589     
   2016000   2918.1249      196.0811       232025.79      0.85359637    -209474.14     -211516.28      2042.1459    
   2017000   2927.434      -427.5861       232072.73      0.85342375    -209476.26     -211524.92      2048.6605    
   2018000   2919.3953      101.67556      232044.7       0.85352682    -209478.2      -211521.24      2043.035     
   2019000   2892.7129      1924.3977      232041.26      0.85353949    -209479.64     -211504         2024.3622    
   2020000   2918.8747     -845.47692      231984.48      0.8537484     -209480.62     -211523.29      2042.6706    
   2021000   2852.2097      1938.4884      231832.71      0.8543073     -209481.38     -211477.4       1996.0175    
   2022000   2822.6317     -3523.2057      231653.21      0.85496925    -209481.77     -211457.09      1975.3184    
   2023000   2905.6503      3144.0529      231383.93      0.85596427    -209481.92     -211515.34      2033.416     
   2024000   2924.8874      89.014478      231147.27      0.85684065    -209481.6      -211528.48      2046.8784    
   2025000   2928.2693      426.60411      230926.08      0.85766137    -209480.75     -211530         2049.2451    
   2026000   2888.4541      2032.5364      230727.48      0.85839958    -209479.7      -211501.08      2021.3818    
   2027000   2907.6925     -2676.1321      230598.31      0.85888042    -209478.24     -211513.08      2034.8452    
   2028000   2861.7531      630.41352      230491.88      0.85927702    -209476.31     -211479         2002.6961    
   2029000   2959.9835      2146.099       230459.61      0.85939732    -209474.3      -211545.74      2071.4392    
   2030000   2939.2067      2622.8364      230520.84      0.85916906    -209471.97     -211528.86      2056.8993    
   2031000   2931.025       940.013        230704.2       0.85848622    -209469.1      -211520.27      2051.1735    
   2032000   2930.3475     -419.81448      230951.99      0.85756513    -209466.05     -211516.75      2050.6995    
   2033000   2919.9353      1487.3691      231285.66      0.85632797    -209462.76     -211506.17      2043.4128    
   2034000   2906.3289      1216.2523      231731.01      0.85468222    -209458.92     -211492.81      2033.8909    
   2035000   2976.5869      2483.574       232136.96      0.85318761    -209454.87     -211537.93      2083.0585    
   2036000   2913.7698     -2586.1012      232460.63      0.85199966    -209450.31     -211489.41      2039.0982    
   2037000   2910.8482     -299.33684      232679.65      0.85119765    -209445.54     -211482.59      2037.0536    
   2038000   2941.5096     -1817.7388      232789.65      0.85079545    -209440.49     -211499         2058.5109    
   2039000   2942.5414      1790.6587      232808.26      0.85072745    -209435.23     -211494.46      2059.2329    
   2040000   2985.0463     -682.82338      232768.82      0.8508716     -209429.89     -211518.87      2088.9785    
   2041000   2920.6557     -602.3034       232639.37      0.85134505    -209424.04     -211467.96      2043.917     
   2042000   2922.9908     -168.5928       232419.85      0.85214916    -209418.08     -211463.63      2045.5511    
   2043000   2976.1505     -1219.7581      232089.89      0.85336064    -209412.08     -211494.84      2082.7531    
   2044000   2942.0154     -685.14563      231705.09      0.85477783    -209405.73     -211464.6       2058.8648    
   2045000   2934.8086      863.30643      231161.98      0.85678612    -209399.29     -211453.12      2053.8214    
   2046000   2966.5463     -477.4269       230594.81      0.85889346    -209392.59     -211468.62      2076.0319    
   2047000   3002.7623      2082.0398      230048.41      0.86093349    -209385.55     -211486.92      2101.3764    
   2048000   2981.6585     -141.02277      229545.84      0.86281841    -209378.53     -211465.13      2086.6076    
   2049000   3007.2396      18.722527      229109.48      0.86446173    -209371.24     -211475.75      2104.5096    
   2050000   2962.6703      34.773457      228775.24      0.8657247     -209363.88     -211437.2       2073.3194    
   2051000   2993.1651      2690.5783      228613.32      0.86633787    -209356.56     -211451.22      2094.6601    
   2052000   2932.024      -1053.0207      228620.44      0.86631088    -209349.14     -211401.02      2051.8727    
   2053000   2976.1691      2668.6174      228731.38      0.86589072    -209342        -211424.77      2082.7661    
   2054000   2974.1287      2233.3107      228953.05      0.86505237    -209334.74     -211416.07      2081.3382    
   2055000   2983.841       847.94651      229304.54      0.86372634    -209327.38     -211415.52      2088.135     
   2056000   3011.4456     -374.28527      229749.96      0.86205185    -209320.18     -211427.64      2107.4531    
   2057000   3037.4274     -977.70512      230183.36      0.86042871    -209312.78     -211438.42      2125.6355    
   2058000   3024.9948     -708.22424      230587.36      0.8589212     -209305.56     -211422.49      2116.935     
   2059000   3047.4662     -1169.2659      230943.84      0.85759542    -209298.21     -211430.87      2132.6608    
   2060000   3000.3914     -632.35974      231226.96      0.85654536    -209290.77     -211390.48      2099.7172    
   2061000   3053.526       948.62294      231398.33      0.855911      -209283.55     -211420.45      2136.9016    
   2062000   3019.341      -49.062971      231518.44      0.85546697    -209276.49     -211389.47      2112.9784    
   2063000   3023.1966     -3754.9503      231672.81      0.85489695    -209269.51     -211385.19      2115.6766    
   2064000   2990.6951      1847.3346      231761.43      0.85457004    -209262.72     -211355.65      2092.9316    
   2065000   3029.0693     -198.9726       231849.09      0.85424696    -209255.98     -211375.77      2119.7864    
   2066000   3014.4761      447.49318      231880.7       0.85413051    -209249.42     -211358.99      2109.5739    
   2067000   3061.4389     -1864.5056      231869.41      0.85417207    -209243.1      -211385.54      2142.4391    
   2068000   3044.4563     -1162.7934      231816.87      0.85436568    -209236.97     -211367.52      2130.5545    
   2069000   3019.786      -746.24922      231713.73      0.85474595    -209230.97     -211344.26      2113.2898    
   2070000   3078.7538      1496.7408      231635.62      0.85503419    -209225.13     -211379.68      2154.5563    
   2071000   3058.4944     -240.49808      231586.78      0.85521452    -209219.51     -211359.89      2140.3785    
   2072000   3063.6817     -3314.0236      231553.92      0.85533587    -209214.07     -211358.08      2144.0086    
   2073000   3090.2843      378.70843      231538.78      0.8553918     -209209.1      -211371.73      2162.6255    
   2074000   3056.6156     -1314.9475      231593.31      0.85519042    -209204.19     -211343.26      2139.0637    
   2075000   3095.8468     -3.0362114      231728.95      0.85468982    -209199.76     -211366.28      2166.5183    
   2076000   3070.5596     -1331.5339      231849.42      0.85424573    -209195.44     -211344.26      2148.8219    
   2077000   3045.97        72.883709      231887.33      0.85410608    -209191.51     -211323.12      2131.6138    
   2078000   3048.7655      2614.7526      231866.72      0.854182      -209187.88     -211321.45      2133.5701    
   2079000   3089.7747     -1744.772       231860.34      0.8542055     -209184.57     -211346.84      2162.2689    
   2080000   3064.8247      2186.8611      231824.69      0.85433687    -209181.5      -211326.31      2144.8085    
   2081000   3072.9296      193.97739      231855.35      0.85422387    -209178.77     -211329.25      2150.4805    
   2082000   3099.9311      826.60174      231920.12      0.8539853     -209176.45     -211345.83      2169.3765    
   2083000   3061.2149      1154.6289      231989.68      0.85372925    -209174.43     -211316.71      2142.2823    
   2084000   3091.1436     -337.36765      232083.39      0.85338453    -209172.8      -211336.03      2163.2269    
   2085000   3087.8277      1171.4025      232126.08      0.85322758    -209171.38     -211332.28      2160.9064    
   2086000   3125.4212      843.94651      232154.05      0.8531248     -209170.32     -211357.53      2187.2149    
   2087000   3117.4089      591.36157      232130.61      0.85321094    -209169.71     -211351.32      2181.6077    
   2088000   3098.3705      1709.5578      232060.79      0.85346763    -209169.28     -211337.57      2168.2843    
   2089000   3118.037       72.069256      231947.25      0.85388541    -209169.23     -211351.27      2182.0473    
   2090000   3055.7647      35.219936      231831.28      0.85431256    -209169.59     -211308.05      2138.4682    
   2091000   3130.2309     -1554.6385      231688.98      0.85483727    -209170.34     -211360.92      2190.5807    
   2092000   3067.7521     -146.8073       231427.19      0.85580426    -209171.38     -211318.24      2146.8572    
   2093000   3108.9729      982.23459      231151.28      0.85682578    -209172.83     -211348.53      2175.7041    
   2094000   3057.4019      1215.8623      230932.25      0.85763843    -209174.47     -211314.08      2139.6139    
   2095000   3075.4101      3470.6822      230785.53      0.8581837     -209176.59     -211328.8       2152.2163    
   2096000   3035.4854     -1164.2308      230700.78      0.85849894    -209178.96     -211303.24      2124.2765    
   2097000   3047.0467     -630.62105      230692.19      0.85853091    -209181.64     -211314.01      2132.3672    
   2098000   3116.7994     -278.41841      230786.25      0.85818101    -209184.76     -211365.95      2181.1812    
   2099000   3097.986       3337.4063      230915.87      0.8576993     -209188.17     -211356.19      2168.0153    
   2100000   3089.7826      64.622878      231168.11      0.85676338    -209191.93     -211354.2       2162.2744    
   2101000   3082.7266      141.04426      231421.9       0.85582382    -209195.93     -211353.27      2157.3366    
   2102000   3128.2418      721.57917      231689.63      0.85483488    -209200.22     -211389.41      2189.1887    
   2103000   3084.373      -3823.0636      232002.75      0.85368116    -209204.95     -211363.44      2158.4887    
   2104000   3057.0519      1652.0516      232308.9       0.85255612    -209209.69     -211349.06      2139.369     
   2105000   3125.6951     -754.99077      232667.62      0.85124169    -209214.72     -211402.12      2187.4065    
   2106000   3084.0305     -933.04092      232929.12      0.85028604    -209219.92     -211378.17      2158.249     
   2107000   3066.5963      239.2057       233084.93      0.84971764    -209225.34     -211371.39      2146.0483    
   2108000   3096.4484      1570.3638      233136.98      0.84952793    -209231.12     -211398.06      2166.9393    
   2109000   3079.8181     -629.41809      233078.15      0.84974234    -209237.09     -211392.39      2155.3011    
   2110000   3050.2612     -30.023115      232897.78      0.85040044    -209243.44     -211378.06      2134.6168    
   2111000   3054.0145     -461.60037      232595.11      0.85150704    -209249.88     -211387.12      2137.2434    
   2112000   3054.7953      1945.0178      232173         0.85305517    -209256.49     -211394.28      2137.7898    
   2113000   3085.0996      1471.5065      231707.03      0.85477068    -209263.32     -211422.32      2158.9972    
   2114000   3006.9354     -1631.0492      231246.01      0.85647478    -209269.85     -211374.14      2104.2968    
   2115000   3093.6768     -1111.9334      230741.63      0.85834696    -209277.06     -211442.06      2164.9997    
   2116000   3033.6967     -761.54649      230283.52      0.86005449    -209284.01     -211407.03      2123.0247    
   2117000   3005.5227     -872.37199      229895.28      0.86150691    -209291.18     -211394.49      2103.3081    
   2118000   3065.3265     -1430.8647      229591.26      0.86264771    -209298.45     -211443.61      2145.1597    
   2119000   3013.0041      1992.1632      229409.62      0.86333074    -209305.71     -211414.25      2108.5437    
   2120000   3033.3792     -595.03814      229319.29      0.86367081    -209313.18     -211435.99      2122.8025    
   2121000   2990.9164      2124.4955      229252.74      0.86392153    -209320.65     -211413.73      2093.0865    
   2122000   2967.7929      920.80762      229264.33      0.86387786    -209328.18     -211405.08      2076.9043    
   2123000   2998.406       1164.8452      229383.58      0.86342875    -209335.83     -211434.15      2098.3278    
   2124000   2973.4242     -1907.2565      229647.74      0.86243557    -209343.45     -211424.29      2080.8452    
   2125000   2977.5229      612.64289      230040.01      0.86096491    -209350.98     -211434.69      2083.7135    
   2126000   2991.0245      189.7989       230456.11      0.8594104     -209358.28     -211451.44      2093.1621    
   2127000   2960.5377      316.4612       230859.27      0.85790957    -209365.39     -211437.21      2071.827     
   2128000   2967.7044     -556.85571      231237.62      0.85650586    -209372.64     -211449.48      2076.8424    
   2129000   2946.5878     -1291.2837      231591.49      0.85519714    -209379.52     -211441.59      2062.0647    
   2130000   2956.0499      622.21857      231877.48      0.85414236    -209386.53     -211455.22      2068.6864    
   2131000   2908.9124      1954.6733      232050.75      0.85350456    -209393.08     -211428.77      2035.6989    
   2132000   2967.6836     -649.42988      232145.48      0.8531563     -209399.82     -211476.65      2076.8278    
   2133000   2964.7203     -2596.6238      232121.33      0.85324506    -209406.31     -211481.06      2074.754     
   2134000   2948.8967      1790.5674      231927.15      0.85395943    -209412.64     -211476.32      2063.6804    
   2135000   2950.4925      77.735247      231608.99      0.85513251    -209418.85     -211483.65      2064.7972    
   2136000   2942.428       1281.3705      231185.27      0.85669982    -209424.75     -211483.9       2059.1536    
   2137000   2877.766       1304.9929      230724.86      0.85840935    -209430.29     -211444.19      2013.9021    
   2138000   2914.7072      164.29407      230261.66      0.86013613    -209435.63     -211475.39      2039.7542    
   2139000   2908.6803      1093.8663      229841.58      0.86170819    -209440.78     -211476.32      2035.5364    
   2140000   2901.4631      729.15753      229547.18      0.86281337    -209445.44     -211475.92      2030.4857    
   2141000   2901.6165      1751.3152      229337.96      0.8636005     -209450.06     -211480.65      2030.5931    
   2142000   2868.0919     -1989.5391      229172.01      0.86422586    -209454.42     -211461.55      2007.1321    
   2143000   2869.9201      696.24701      229064.7       0.86463072    -209458.47     -211466.88      2008.4115    
   2144000   2926.4234      1189.606       229022.57      0.86478978    -209462.44     -211510.4       2047.9533    
   2145000   2953.1887      1713.0424      229039.06      0.86472751    -209466.14     -211532.82      2066.684     
   2146000   2892.7863      795.17361      229057.03      0.86465968    -209469.4      -211493.81      2024.4136    
   2147000   2889.7415      1497.1222      229208.31      0.864089      -209472.51     -211494.79      2022.2828    
   2148000   2947.0802      844.90222      229444.73      0.86319863    -209475.34     -211537.75      2062.4092    
   2149000   2913.4046      134.31711      229749.22      0.86205461    -209477.78     -211516.63      2038.8426    
   2150000   2943.0976      57.473401      230113.26      0.86069085    -209479.92     -211539.55      2059.6221    
   2151000   2908.3485      508.55326      230481.78      0.85931466    -209481.72     -211517.03      2035.3042    
   2152000   2920.6548     -1619.7973      230874.08      0.85785454    -209483.33     -211527.25      2043.9163    
   2153000   2885.8892     -1260.7272      231251.24      0.85645541    -209484.39     -211503.98      2019.5869    
   2154000   2857.6544      160.7906       231563.21      0.85530156    -209485.09     -211484.92      1999.8278    
   2155000   2904.456      -41.347766      231821.35      0.85434917    -209485.48     -211518.06      2032.5802    
   2156000   2908.01       -714.82754      232004.3       0.85367546    -209485.6      -211520.67      2035.0673    
   2157000   2893.1816     -591.82742      232064.79      0.85345295    -209485.39     -211510.08      2024.6902    
   2158000   2891.0808      1652.0179      231985.4       0.85374502    -209484.88     -211508.1       2023.22      
   2159000   2881.2301     -569.79315      231764.85      0.85455745    -209484.13     -211500.46      2016.3264    
   2160000   2887.6313     -2996.0542      231470.73      0.85564329    -209482.85     -211503.66      2020.806     
   2161000   2888.9659      1366.9388      231069.39      0.85712945    -209481.71     -211503.45      2021.74      
   2162000   2896.9837     -278.45969      230605.2       0.85885478    -209479.74     -211507.09      2027.351     
   2163000   2881.4145     -1291.1344      230167.52      0.86048794    -209477.49     -211493.94      2016.4554    
   2164000   2933.9357      1287.6863      229741.3       0.86208432    -209474.97     -211528.18      2053.2105    
   2165000   2916.6845      1766.1708      229416.96      0.8633031     -209471.96     -211513.09      2041.1379    
   2166000   2910.2193      1574.8542      229201.85      0.86411335    -209468.76     -211505.37      2036.6134    
   2167000   2934.7646      1204.6738      229096.93      0.86450908    -209465.41     -211519.2       2053.7906    
   2168000   2913.5622      2791.667       229046.1       0.86470093    -209461.69     -211500.65      2038.9529    
   2169000   2900.9099     -143.99356      229085.57      0.86455196    -209457.68     -211487.78      2030.0986    
   2170000   2929.104      -2584.9473      229223.74      0.86403081    -209453.52     -211503.35      2049.8292    
   2171000   2935.4016     -746.02909      229467.64      0.86311243    -209449.13     -211503.36      2054.2364    
   2172000   2928.8262     -1735.6525      229779.45      0.86194119    -209444.3      -211493.94      2049.6349    
   2173000   2968.0194     -626.03242      230186.52      0.8604169     -209439.46     -211516.52      2077.0628    
   2174000   2945.4977     -88.76013       230588.44      0.85891721    -209434.13     -211495.43      2061.3018    
   2175000   2970.1177      3682.9178      231003.34      0.85737452    -209428.76     -211507.29      2078.5312    
   2176000   2921.5079      535.41283      231428.03      0.85580117    -209422.94     -211467.45      2044.5134    
   2177000   2987.1239     -496.22103      231794.29      0.85444889    -209416.97     -211507.4       2090.4324    
   2178000   2953.6365      213.70168      232079.04      0.85340055    -209410.8      -211477.8       2066.9974    
   2179000   2895.4746     -289.57322      232338.19      0.85244865    -209404.27     -211430.56      2026.2949    
   2180000   2961.2991      2707.5529      232523.66      0.8517687     -209397.83     -211470.19      2072.3598    
   2181000   2921.8644     -1709.3273      232577         0.85157335    -209391.14     -211435.9       2044.7628    
   2182000   2927.125       176.73644      232587.85      0.85153363    -209384.31     -211432.75      2048.4443    
   2183000   2972.7013     -175.07163      232525.36      0.85176248    -209377.53     -211457.86      2080.3393    
   2184000   2969.2705      1666.1318      232411.3       0.8521805     -209370.6      -211448.54      2077.9383    
   2185000   2992.6133     -1055.996       232242.29      0.85280065    -209363.47     -211457.74      2094.2739    
   2186000   2973.9115     -5746.3096      231982.49      0.85375571    -209356.48     -211437.66      2081.1862    
   2187000   2968.9961      2641.321       231624.99      0.85507343    -209349.03     -211426.78      2077.7463    
   2188000   2993.0422     -22.435243      231267.43      0.85639547    -209341.94     -211436.51      2094.5741    
   2189000   2994.8018     -2006.4507      230932.66      0.85763693    -209334.4      -211430.2       2095.8055    
   2190000   3051.5427     -1111.0307      230644.53      0.85870833    -209327.01     -211462.53      2135.5136    
   2191000   2987.5476     -59.51454       230475.42      0.85933838    -209319.55     -211410.28      2090.7289    
   2192000   2991.7446     -625.39946      230379.36      0.85969672    -209312.18     -211405.85      2093.666     
   2193000   3042.9899      839.9806       230291.99      0.86002285    -209304.91     -211434.44      2129.5282    
   2194000   2999.7263      1095.2133      230349.03      0.85980992    -209297.71     -211396.96      2099.2517    
   2195000   3051.4424     -1211.19        230522.98      0.85916109    -209290.66     -211426.1       2135.4434    
   2196000   3003.8411     -370.30046      230783         0.85819308    -209283.74     -211385.88      2102.1313    
   2197000   3027.5939      1772.7356      231112.38      0.85696999    -209276.77     -211395.53      2118.7539    
   2198000   3029.3555     -26.568076      231517.44      0.85547066    -209269.94     -211389.93      2119.9867    
   2199000   3052.2729      1614.8403      231992.14      0.85372019    -209263.47     -211399.5       2136.0246    
   2200000   3006.1653     -3338.8851      232572.67      0.85158919    -209256.8      -211360.56      2103.7578    
   2201000   3078.7805     -3061.4523      233073.78      0.84975828    -209250.26     -211404.83      2154.575     
   2202000   3061.3615     -1371.7406      233439.96      0.84842535    -209243.63     -211386.02      2142.3849    
   2203000   3010.3679     -3833.6481      233696.39      0.84749437    -209237.38     -211344.08      2106.6989    
   2204000   3059.5272      2540.4128      233838.6       0.84697896    -209231.53     -211372.63      2141.1013    
   2205000   3123.3781     -2081.2274      233885.14      0.84681042    -209225.9      -211411.68      2185.7851    
   2206000   3054.3134     -1791.9263      233736.22      0.84734995    -209220.47     -211357.93      2137.4526    
   2207000   3062.2107     -1333.515       233426.58      0.84847396    -209215.38     -211358.36      2142.9793    
   2208000   3073.792      -1054.2987      232985.65      0.85007973    -209210.85     -211361.93      2151.084     
   2209000   3047.6584      3235.5198      232403.36      0.85220961    -209206.26     -211339.06      2132.7953    
   2210000   3054.8303      998.3031       231809.47      0.85439295    -209201.91     -211339.73      2137.8143    
   2211000   3078.1245      178.92697      231203.72      0.85663143    -209197.61     -211351.72      2154.1159    
   2212000   3111.2594      1301.1947      230653.02      0.85867672    -209193.8      -211371.1       2177.3042    
   2213000   3076.7585     -875.59479      230183.58      0.86042791    -209190.1      -211343.26      2153.16      
   2214000   3083.3211      2136.5301      229787.06      0.86191267    -209186.76     -211344.52      2157.7526    
   2215000   3090.8025     -1287.875       229498.98      0.86299457    -209183.74     -211346.73      2162.9882    
   2216000   3080.7876     -271.99664      229285.01      0.86379992    -209180.99     -211336.97      2155.9796    
   2217000   3096.2673     -400.01897      229197.45      0.86412994    -209178.69     -211345.5       2166.8125    
   2218000   3065.5198      1583.154       229240.6       0.86396726    -209176.69     -211321.99      2145.295     
   2219000   3083.4943     -3253.7536      229428.82      0.86325849    -209175.34     -211333.21      2157.8738    
   2220000   3111.7261     -1939.925       229704.73      0.86222157    -209174.25     -211351.88      2177.6308    
   2221000   3134.1294      2063.4346      230035.51      0.86098176    -209173.44     -211366.75      2193.309     
   2222000   3027.0733      737.77009      230361.37      0.85976385    -209172.97     -211291.36      2118.3896    
   2223000   3065.622      -1080.8603      230700.36      0.85850051    -209172.98     -211318.35      2145.3665    
   2224000   3135.1422      1129.4107      231046.54      0.8572142     -209173.38     -211367.4       2194.0177    
   2225000   3112.8284      299.61116      231315.71      0.85621672    -209173.97     -211352.37      2178.4022    
   2226000   3102.9432      1265.9868      231517.57      0.85547018    -209174.89     -211346.37      2171.4844    
   2227000   3107.424       191.56256      231681.99      0.85486306    -209176.32     -211350.94      2174.6201    
   2228000   3118.7552     -1503.7299      231816.72      0.85436621    -209178.1      -211360.64      2182.5499    
   2229000   3076.6119     -168.80609      231891.39      0.85409112    -209180.13     -211333.19      2153.0574    
   2230000   3028.4967      261.71492      231979.32      0.85376737    -209182.57     -211301.95      2119.3857    
   2231000   3084.9376     -399.54832      232068.74      0.85343841    -209185.42     -211344.31      2158.8838    
   2232000   3113.963      -1223.2452      232085.35      0.85337731    -209188.56     -211367.76      2179.1962    
   2233000   3088.9647     -1990.4845      232025.88      0.85359607    -209192.05     -211353.75      2161.702     
   2234000   3097.6829      1226.3626      231887         0.85410728    -209195.96     -211363.77      2167.8032    
   2235000   3085.3646     -1300.2264      231686.58      0.85484615    -209200.15     -211359.33      2159.1826    
   2236000   3086.2534      2162.535       231463.46      0.85567018    -209204.56     -211364.37      2159.8047    
   2237000   3058.9796      1772.8061      231268.27      0.85639234    -209209.28     -211350         2140.718     
   2238000   3071.7132      431.76986      231121.39      0.8569366     -209214.22     -211363.85      2149.6292    
   2239000   3093.2052      873.49455      231000.04      0.85738677    -209219.6      -211384.27      2164.6696    
   2240000   3052.5484     -1743.9388      230895.84      0.85777367    -209225.09     -211361.31      2136.2174    
   2241000   3105.1659      1977.0269      230820.69      0.85805297    -209231        -211404.04      2173.0399    
   2242000   3005.3799      131.73807      230755.39      0.85829577    -209236.84     -211340.05      2103.2082    
   2243000   3084.0099      1903.1159      230666.74      0.85862562    -209243.12     -211401.35      2158.2346    
   2244000   3033.7359      565.36092      230580.83      0.85894553    -209249.56     -211372.61      2123.0522    
   2245000   3047.7284      3049.7467      230581         0.85894489    -209256.22     -211389.07      2132.8443    
   2246000   3060.7331      186.03762      230705.22      0.85848242    -209263.06     -211405.01      2141.9452    
   2247000   3028.6084     -1053.7261      230898.73      0.85776295    -209269.92     -211389.39      2119.4638    
   2248000   3045.1542     -453.24858      231096.06      0.85703052    -209277.01     -211408.06      2131.0428    
   2249000   3000.8869      447.86451      231329.34      0.85616624    -209284.04     -211384.1       2100.064     
