#VDH_SiO2

    19998  atoms
    2  atom types
    -0.5 67.465  xlo xhi 
    -0.5 67.465  ylo yhi 
    -0.5 67.465  zlo zhi 
 
 Masses 
 
    1  28.08550 
    2  15.99940 

     Atoms 
 
     1      1  2.40000 54.43025  27.34734  51.81247 
      2      1  2.40000 51.52326  61.99982  12.54393 
      3      1  2.40000 20.28088  51.23234  17.56391 
      4      1  2.40000 36.32487  32.04741  41.62393 
      5      1  2.40000 25.47741  32.57327  64.03755 
      6      1  2.40000 60.67779  42.31756  46.42524 
      7      1  2.40000  9.94849  41.31127   1.83161 
      8      1  2.40000 16.83383   8.20286  54.21113 
      9      1  2.40000 10.25281  27.87600   9.48185 
     10      1  2.40000  7.95046   0.19995  14.57051 
     11      1  2.40000 33.21034  56.10662  41.75419 
     12      1  2.40000 19.84514  41.88045  33.36270 
     13      1  2.40000 32.97851  63.87225  19.87600 
     14      1  2.40000 50.82327  35.68961  50.77801 
     15      1  2.40000 27.39794  60.13119  19.11229 
     16      1  2.40000 23.92852  55.16835  63.07413 
     17      1  2.40000  5.87304  61.81869  36.07743 
     18      1  2.40000  5.82262  11.15557  44.48724 
     19      1  2.40000 58.85688  20.70692   4.94888 
     20      1  2.40000  0.98771  30.29849   3.28417 
     21      1  2.40000 15.51839  63.95928  59.25002 
     22      1  2.40000 57.32063  17.07567  35.81659 
     23      1  2.40000 27.17125  50.53746  34.36112 
     24      1  2.40000 42.44011  34.62166   3.72296 
     25      1  2.40000 29.08811  62.21233  62.95453 
     26      1  2.40000 48.65980  19.15877  50.48031 
     27      1  2.40000 43.15395  23.35866  47.87229 
     28      1  2.40000 10.64948  30.05037  57.43760 
     29      1  2.40000 53.85799  22.33930  14.99114 
     30      1  2.40000 60.24904  23.23651  44.62821 
     31      1  2.40000 61.81649  41.15694  44.25926 
     32      1  2.40000 56.57095  30.48074  60.25393 
     33      1  2.40000 25.83658  54.10595  47.00739 
     34      1  2.40000 60.17293  33.83367  15.10377 
     35      1  2.40000 61.36015  60.78871   8.41225 
     36      1  2.40000 58.19135  42.36757  27.78702 
     37      1  2.40000 41.97670  18.06132  51.46584 
     38      1  2.40000 20.45398  32.40479  15.54343 
     39      1  2.40000 11.67675  20.39468  37.44932 
     40      1  2.40000 28.20008  10.88468  58.85514 
     41      1  2.40000  7.60568   9.34965  33.77904 
     42      1  2.40000 52.38346  65.79259  61.87896 
     43      1  2.40000 46.14272  25.87329  51.07912 
     44      1  2.40000 24.74798  19.48843  17.31189 
     45      1  2.40000 38.58408  14.87692  11.40815 
     46      1  2.40000 48.82477   6.97489  51.93877 
     47      1  2.40000 10.65431  49.57284   3.20206 
     48      1  2.40000 62.61100   2.83200  34.70981 
     49      1  2.40000 12.02284  13.71186  51.98707 
     50      1  2.40000 47.05016  45.32999  65.02666 
     51      1  2.40000 41.02594  51.02979   6.53172 
     52      1  2.40000  9.89249  33.16288   5.80654 
     53      1  2.40000  4.69558  13.46571  31.33507 
     54      1  2.40000 55.36807  37.52161  52.44516 
     55      1  2.40000  1.10427  12.36429   0.28390 
     56      1  2.40000 12.60273  58.07338   8.72714 
     57      1  2.40000 65.53092   3.23307  59.01047 
     58      1  2.40000  4.61034  65.52648  60.53766 
     59      1  2.40000 41.20248  12.11559  11.03951 
     60      1  2.40000 24.05734  61.00395  55.02464 
     61      1  2.40000 25.35129  35.92831  36.50658 
     62      1  2.40000 30.83364  45.94476   5.74838 
     63      1  2.40000 34.52967  51.71894  19.59131 
     64      1  2.40000 65.34029  38.90463  57.34371 
     65      1  2.40000 48.63324  41.90844   1.78023 
     66      1  2.40000 48.04809  54.78484  61.86415 
     67      1  2.40000 57.72216  53.34817  64.82585 
     68      1  2.40000 49.28703  61.34053  65.40186 
     69      1  2.40000 44.14163  32.81490  11.67160 
     70      1  2.40000 54.42495  57.28588   4.03760 
     71      1  2.40000 41.80678  16.02683  39.95461 
     72      1  2.40000 15.33075  46.64138  21.91995 
     73      1  2.40000 21.76180  14.87607   3.66342 
     74      1  2.40000 40.96737  16.06985  42.72504 
     75      1  2.40000 34.17889  63.94125  17.52905 
     76      1  2.40000 35.12983  47.68952   5.77278 
     77      1  2.40000 30.58336  40.23227  63.60733 
     78      1  2.40000 29.81848  22.54490  57.20052 
     79      1  2.40000 28.84225   1.07992  23.99343 
     80      1  2.40000 39.50954  56.40108  16.89533 
     81      1  2.40000 45.53355  33.55475  31.43505 
     82      1  2.40000 21.05412  46.03997  13.40574 
     83      1  2.40000 42.17373   0.85132  27.81074 
     84      1  2.40000 46.84659  45.41872  43.27981 
     85      1  2.40000 24.49635  12.23490  39.25225 
     86      1  2.40000 42.67537  48.68021  22.87060 
     87      1  2.40000 50.55138  12.00408  61.44105 
     88      1  2.40000 45.10793  42.60891  17.69523 
     89      1  2.40000 34.72414   6.41485  15.42957 
     90      1  2.40000 60.37274  45.84074   7.07219 
     91      1  2.40000  6.03825  24.54872  37.29701 
     92      1  2.40000 38.43282  43.82896  19.91860 
     93      1  2.40000 50.32547  19.84834  20.83181 
     94      1  2.40000 13.37680  64.67624   1.88280 
     95      1  2.40000 55.81743  23.73399  13.68456 
     96      1  2.40000 28.66578  63.49366  60.69799 
     97      1  2.40000 51.83123  47.54352   8.62000 
     98      1  2.40000 44.92853  24.32701  52.76437 
     99      1  2.40000 65.51411  60.30967  56.42700 
    100      1  2.40000 13.58985  52.72216  36.41671 
