#VDH_NBS 
 4940  atoms
 4  atom types
 -2.0 45.666300  xlo xhi 
 -2.0 45.666300  ylo yhi 
 -2.0 45.666300  zlo zhi 
 Masses 
 
 1  22.98900 
 2  10.81100 
 3  28.08550 
 4  15.99940 

 Atoms

    239      1 0.4725000000 9.0459000000  10.0888700000  1.3615700000 
    240      1 0.4725000000 29.1967100000  26.6481400000  20.5733700000 
    241      1 0.4725000000 23.6520000000  40.4202100000  14.9122200000 
    242      1 0.4725000000 32.1931800000  21.7374300000  36.7553400000 
    243      1 0.4725000000 13.7517100000  12.7199600000  32.0118200000 
    244      1 0.4725000000 38.0870800000  17.9487700000  29.5655100000 
    245      1 0.4725000000 31.2152700000  24.6008800000  10.2710700000 
    246      1 0.4725000000 35.9953400000  26.7506700000  15.1378000000 
    247      1 0.4725000000 36.5847700000  5.9829500000  34.2120000000 
    248      1 0.4725000000 0.2680200000  26.2184100000  11.0280400000 
    249      1 0.4725000000 0.6321100000  16.4058900000  6.6254100000 
    250      1 0.4725000000 12.3231800000  41.8420600000  27.9965800000 
    251      1 0.4725000000 28.3526800000  13.5003600000  4.9372200000 
    252      1 0.4725000000 36.3179500000  6.2814000000  1.3709100000 
    253      1 0.4725000000 38.6830300000  33.7602200000  11.9036500000 
    254      1 0.4725000000 35.8091400000  1.7376500000  15.0230500000 
    255      1 0.4725000000 2.7427000000  7.6527700000  18.1529500000 
    256      1 0.4725000000 31.6633500000  26.5714800000  40.0870200000 
    257      1 0.4725000000 24.4083700000  36.3794800000  10.8900500000 
    258      1 0.4725000000 29.2554000000  40.1603800000  37.5705300000 
    259      1 0.4725000000 5.3227300000  12.5678000000  30.3747600000 
    260      1 0.4725000000 11.6053300000  38.5934700000  22.1403300000 
    261      2 1.4175000000 20.1455400000  16.1192100000  2.6723800000 
    262      2 1.4175000000 9.8647000000  29.2007200000  0.9926200000 
    263      2 1.4175000000 12.1957200000  36.2483300000  12.7827700000 
    264      2 1.4175000000 37.2997400000  11.8858600000  5.7351100000 
    265      2 1.4175000000 14.0436700000  41.0143200000  13.5015500000 
    266      2 1.4175000000 21.3666800000  30.1849500000  32.2256800000 
    267      2 1.4175000000 0.1880300000  30.0854000000  39.3219000000 
    268      2 1.4175000000 25.8813500000  22.9967200000  31.8122300000 
    269      2 1.4175000000 29.3805000000  22.9350900000  39.6201100000 
    270      2 1.4175000000 41.6082900000  3.7414100000  31.3030900000 
    271      2 1.4175000000 13.9110600000  20.3369800000  15.7457300000 
    272      2 1.4175000000 38.2361500000  41.9530400000  35.7320600000 
    273      2 1.4175000000 10.3774500000  22.2322000000  42.6020700000 
    274      2 1.4175000000 30.1021500000  13.6842900000  15.0242400000 
    275      2 1.4175000000 18.0960800000  41.2885100000  18.5380300000 
    276      2 1.4175000000 21.1762200000  29.2231300000  40.5241000000 
    277      2 1.4175000000 41.8281800000  41.4498900000  1.0207300000 
    278      2 1.4175000000 32.6279600000  14.8623800000  25.1244900000 
    279      2 1.4175000000 31.4967100000  25.2863000000  0.2474200000 
    280      2 1.4175000000 23.9968800000  10.5122100000  18.1004700000 
    281      2 1.4175000000 35.9438300000  23.4845600000  22.1668200000 
    282      2 1.4175000000 0.9919800000  30.0495900000  5.5905700000 
    283      2 1.4175000000 38.5987900000  28.9760100000  27.2086900000 
    284      2 1.4175000000 0.4505300000  21.2669800000  12.3399800000 
    285      2 1.4175000000 7.4477600000  21.2568300000  34.8250200000 
    286      2 1.4175000000 7.1882700000  16.5054200000  32.6259600000 
    287      2 1.4175000000 32.4755600000  15.4700600000  8.6375400000 
    288      2 1.4175000000 32.3113500000  12.4413800000  7.8362300000 
    289      2 1.4175000000 27.8033200000  7.6680400000  23.9771500000 
    290      2 1.4175000000 14.1046100000  0.7167700000  22.5801400000 
    291      2 1.4175000000 20.5237900000  29.3253200000  3.8905300000 
    292      2 1.4175000000 36.2624100000  1.4324100000  40.0590600000 
    293      2 1.4175000000 6.1970100000  13.9741400000  6.1090900000 
    294      2 1.4175000000 12.1527300000  31.1708000000  1.0072800000 
    295      2 1.4175000000 17.1146900000  8.1258900000  21.9239300000 
    296      2 1.4175000000 25.6279300000  34.8627100000  13.4130500000 
    297      2 1.4175000000 30.5020200000  18.5317700000  30.6187600000 
    298      2 1.4175000000 33.2695100000  32.9628200000  11.4857200000 
    299      2 1.4175000000 29.1420400000  31.2903700000  17.4087900000 
    300      2 1.4175000000 25.2738800000  2.1289200000  21.6635700000 
